exp_name,path,t,val,threshold,distillation,tied_weights,student_td,teacher_td
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.1.npy,5,8.16307428160291,0.1,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.5.npy,4,48.388854311301245,0.5,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.25.npy,3,6.291479270019135,0.25,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.0.npy,0,0.0,0.0,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.0.npy,6,0.0,0.0,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.25.npy,4,28.866686164729753,0.25,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.75.npy,3,14.124547758151426,0.75,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.5.npy,0,0.7710763593661372,0.5,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.9.npy,7,74.23572852098093,0.9,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.9.npy,6,75.81848422925074,0.9,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.9.npy,5,72.0811332023589,0.9,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.9.npy,2,7.001351940386861,0.9,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.25.npy,0,0.1825008736609314,0.25,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.5.npy,1,2.047261619478047,0.5,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.9.npy,1,3.3868398830920188,0.9,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.9.npy,0,1.9562758278044996,0.9,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.25.npy,7,39.439743115411744,0.25,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.9.npy,4,57.369587238093345,0.9,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.5.npy,2,4.46409510597166,0.5,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.9.npy,3,15.172994743104864,0.9,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.25.npy,1,0.8034576969674788,0.25,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.5.npy,6,64.9348915853737,0.5,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.5.npy,3,12.135562166903854,0.5,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.25.npy,6,41.55188698050984,0.25,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.75.npy,6,72.19779399386543,0.75,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.75.npy,5,68.26497462447844,0.75,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.75.npy,7,70.2386237010951,0.75,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.75.npy,2,5.711115262917596,0.75,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.75.npy,1,2.7460474874687546,0.75,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.75.npy,0,1.374590149875779,0.75,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.5.npy,7,62.934047913981715,0.5,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.5.npy,5,61.19584744102588,0.5,False,True,0.25,y
"tied StudentTD(0.25),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.25/result__0.75.npy,4,54.4147750991294,0.75,False,True,0.25,y
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__0.75.npy,4,85.10473000927811,0.75,True,True,0.5,1.0
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__1.0.npy,3,88.74524078245547,1.0,True,True,0.5,1.0
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__1.0.npy,4,89.1967791248944,1.0,True,True,0.5,1.0
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__0.75.npy,7,84.8645474921994,0.75,True,True,0.5,1.0
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__0.75.npy,6,85.00358058997904,0.75,True,True,0.5,1.0
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__0.75.npy,3,84.40538829100869,0.75,True,True,0.5,1.0
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__1.0.npy,2,87.29947583483636,1.0,True,True,0.5,1.0
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__0.75.npy,5,85.27503737050725,0.75,True,True,0.5,1.0
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__0.75.npy,1,77.84383395421195,0.75,True,True,0.5,1.0
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__0.75.npy,0,65.93970529770465,0.75,True,True,0.5,1.0
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__0.5.npy,7,79.59669028618399,0.5,True,True,0.5,1.0
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__1.0.npy,1,83.48898627278913,1.0,True,True,0.5,1.0
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__0.5.npy,5,79.97757954662643,0.5,True,True,0.5,1.0
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__0.75.npy,2,82.82968109054968,0.75,True,True,0.5,1.0
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__1.0.npy,5,89.33343962667561,1.0,True,True,0.5,1.0
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__1.0.npy,0,72.9269113005578,1.0,True,True,0.5,1.0
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__0.25.npy,3,57.910925828992674,0.25,True,True,0.5,1.0
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__1.0.npy,7,88.9614522936286,1.0,True,True,0.5,1.0
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__0.25.npy,0,36.921103824604856,0.25,True,True,0.5,1.0
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__0.25.npy,1,49.4367892774842,0.25,True,True,0.5,1.0
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__0.25.npy,2,55.69661956861888,0.25,True,True,0.5,1.0
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__0.5.npy,6,79.6936881036871,0.5,True,True,0.5,1.0
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__0.5.npy,4,79.95157732163618,0.5,True,True,0.5,1.0
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__0.5.npy,3,79.14718708619915,0.5,True,True,0.5,1.0
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__0.5.npy,2,77.08446554766418,0.5,True,True,0.5,1.0
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__1.0.npy,6,89.07554474726396,1.0,True,True,0.5,1.0
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__0.5.npy,0,58.40727711766974,0.5,True,True,0.5,1.0
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__0.25.npy,7,58.446926875854075,0.25,True,True,0.5,1.0
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__0.25.npy,6,58.73124024336417,0.25,True,True,0.5,1.0
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__0.25.npy,5,59.05365670926853,0.25,True,True,0.5,1.0
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__0.25.npy,4,58.71444958881984,0.25,True,True,0.5,1.0
"tied StudentTD(0.5),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5__distill__TD_1.0/result__0.5.npy,1,71.59153108011608,0.5,True,True,0.5,1.0
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.25.npy,4,54.22178491929506,0.25,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.1.npy,6,14.95195350460023,0.1,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.1.npy,7,14.7548751481067,0.1,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.0.npy,0,0.0,0.0,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.0.npy,1,0.0,0.0,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.0.npy,4,0.0,0.0,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.0.npy,3,0.0,0.0,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.25.npy,5,56.54493993906967,0.25,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.9.npy,4,84.02138623124081,0.9,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.1.npy,4,13.710315731369773,0.1,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.0.npy,2,0.0,0.0,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.1.npy,5,14.753198568741087,0.1,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__1.0.npy,7,86.32211370212156,1.0,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.9.npy,1,10.143420634502561,0.9,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.9.npy,0,0.022173533801503796,0.9,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.25.npy,7,55.92848518649875,0.25,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.25.npy,6,56.61187488931767,0.25,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__1.0.npy,4,85.8885019645389,1.0,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__1.0.npy,5,87.3745327206669,1.0,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.25.npy,3,49.012350040143126,0.25,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.9.npy,7,84.71262318485437,0.9,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.1.npy,1,1.0346697091195636,0.1,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.1.npy,2,8.055676730564944,0.1,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.1.npy,3,11.332016540369928,0.1,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.1.npy,0,0.0,0.1,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.9.npy,2,66.46273941281673,0.9,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.25.npy,2,37.4947663523387,0.25,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__1.0.npy,6,87.35581812004955,1.0,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.25.npy,0,0.002240143369175627,0.25,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.5.npy,7,76.37404866090742,0.5,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.5.npy,0,0.002240143369175627,0.5,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.5.npy,1,8.613310996480275,0.5,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.5.npy,2,57.2771625007765,0.5,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.5.npy,3,70.91299945265015,0.5,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.5.npy,4,75.35400748085647,0.5,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.5.npy,5,77.35840107455248,0.5,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.5.npy,6,77.30813490779477,0.5,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.0.npy,5,0.0,0.0,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.75.npy,0,0.010916182506648166,0.75,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.75.npy,7,81.81735972091117,0.75,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.75.npy,2,63.24344203729836,0.75,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.75.npy,3,77.29821124819492,0.75,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.25.npy,1,5.518801794842811,0.25,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.75.npy,5,82.75828267094599,0.75,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.75.npy,4,80.88542359688414,0.75,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.0.npy,7,0.0,0.0,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.9.npy,3,80.64853338073924,0.9,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.0.npy,6,0.0,0.0,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.75.npy,1,9.512762699352301,0.75,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.9.npy,6,85.6269456252817,0.9,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.9.npy,5,85.60826353475957,0.9,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__1.0.npy,3,82.78455622407634,1.0,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__1.0.npy,2,68.55688952321543,1.0,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__1.0.npy,1,10.489400762445038,1.0,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__1.0.npy,0,0.035287413521859615,1.0,False,True,0.5,y
"tied StudentTD(0.5),y",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.5/result__0.75.npy,6,82.89285963363803,0.75,False,True,0.5,y
"tied StudentTD(0.9),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.9__distill__TD_1.0/result__1.0.npy,0,53.93587733815839,1.0,True,True,0.9,1.0
"tied StudentTD(0.9),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.9__distill__TD_1.0/result__0.75.npy,3,83.81727763262619,0.75,True,True,0.9,1.0
"tied StudentTD(0.9),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.9__distill__TD_1.0/result__0.75.npy,4,83.85015379722051,0.75,True,True,0.9,1.0
"tied StudentTD(0.9),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.9__distill__TD_1.0/result__0.75.npy,6,83.93584246706767,0.75,True,True,0.9,1.0
"tied StudentTD(0.9),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.9__distill__TD_1.0/result__0.75.npy,7,83.31704808858787,0.75,True,True,0.9,1.0
"tied StudentTD(0.9),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.9__distill__TD_1.0/result__0.75.npy,2,81.34890789578363,0.75,True,True,0.9,1.0
"tied StudentTD(0.9),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.9__distill__TD_1.0/result__1.0.npy,1,77.55245096186188,1.0,True,True,0.9,1.0
"tied StudentTD(0.9),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.9__distill__TD_1.0/result__0.75.npy,5,84.01285266462808,0.75,True,True,0.9,1.0
"tied StudentTD(0.9),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.9__distill__TD_1.0/result__1.0.npy,3,88.38286414908578,1.0,True,True,0.9,1.0
"tied StudentTD(0.9),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.9__distill__TD_1.0/result__1.0.npy,4,88.4508424316727,1.0,True,True,0.9,1.0
"tied StudentTD(0.9),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.9__distill__TD_1.0/result__1.0.npy,5,88.53145247800398,1.0,True,True,0.9,1.0
"tied StudentTD(0.9),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.9__distill__TD_1.0/result__1.0.npy,6,88.36201708406463,1.0,True,True,0.9,1.0
"tied StudentTD(0.9),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.9__distill__TD_1.0/result__0.25.npy,7,56.790004278119646,0.25,True,True,0.9,1.0
"tied StudentTD(0.9),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.9__distill__TD_1.0/result__0.75.npy,1,70.19664427908128,0.75,True,True,0.9,1.0
"tied StudentTD(0.9),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.9__distill__TD_1.0/result__1.0.npy,2,86.4093173256933,1.0,True,True,0.9,1.0
"tied StudentTD(0.9),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.9__distill__TD_1.0/result__0.25.npy,6,57.203383251893044,0.25,True,True,0.9,1.0
"tied StudentTD(0.9),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.9__distill__TD_1.0/result__0.75.npy,0,45.266725393208205,0.75,True,True,0.9,1.0
"tied StudentTD(0.9),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.9__distill__TD_1.0/result__1.0.npy,7,87.6401115194033,1.0,True,True,0.9,1.0
"tied StudentTD(0.9),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.9__distill__TD_1.0/result__0.5.npy,7,78.00603142971376,0.5,True,True,0.9,1.0
"tied StudentTD(0.9),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.9__distill__TD_1.0/result__0.25.npy,1,38.83401483163908,0.25,True,True,0.9,1.0
"tied StudentTD(0.9),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.9__distill__TD_1.0/result__0.25.npy,2,52.495016825423846,0.25,True,True,0.9,1.0
"tied StudentTD(0.9),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.9__distill__TD_1.0/result__0.25.npy,3,56.2621045565193,0.25,True,True,0.9,1.0
"tied StudentTD(0.9),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.9__distill__TD_1.0/result__0.25.npy,4,56.68660742588097,0.25,True,True,0.9,1.0
"tied StudentTD(0.9),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.9__distill__TD_1.0/result__0.5.npy,6,78.55411192477818,0.5,True,True,0.9,1.0
"tied StudentTD(0.9),TeacherTD(1.0)",/hdd/mliuzzolino/TDPoseEstimation/results/mpii_x8__TD_0.9__distill__TD_1.0/result__0.25.npy,0,19.514406864084037,0.25,True,True,0.9,1.0
